person_id,home_ownership_id,loan_intent_id,loan_grade_id,loan_status_id,loan_amnt,loan_int_rate,loan_percent_income
18050,3,2,2,2,14000,0.0,0.07
18051,2,6,2,1,5550,10.37,0.39
18052,1,4,5,1,25000,13.75,0.36
18053,1,1,2,1,25000,9.99,0.33
18054,1,1,2,1,25000,10.75,0.32
18055,3,2,2,2,25000,0.0,0.13
18056,1,5,2,2,7000,9.88,0.04
18057,3,3,3,2,24000,0.0,0.13
18058,2,3,2,2,23000,11.83,0.12
18059,3,6,1,1,12000,15.65,0.07
18060,1,6,2,2,15000,11.48,0.08
18061,3,5,1,2,20000,14.11,0.11
18062,1,2,4,2,15000,9.63,0.08
18063,1,1,4,2,8400,9.32,0.04
18064,3,6,4,2,20000,6.17,0.11
18065,1,5,1,1,25000,0.0,0.32
18066,1,3,2,1,25000,10.75,0.32
18067,1,6,1,1,25000,15.95,0.35
18068,3,2,1,2,25000,14.46,0.13
18069,3,3,1,1,11200,16.89,0.06
18070,3,3,3,2,10000,14.22,0.05
18071,3,2,2,2,25000,10.46,0.13
18072,3,5,2,2,3700,10.99,0.02
18073,4,4,4,2,2500,7.4,0.01
18074,3,1,4,2,35000,0.0,0.19
18075,3,4,2,2,15000,10.99,0.08
18076,3,6,1,1,28000,17.49,0.16
18077,1,4,2,1,25000,0.0,0.31
18078,1,4,1,1,25000,14.09,0.31
18079,1,3,2,1,25000,11.86,0.31
18080,1,2,5,2,15000,19.03,0.08
18081,1,3,3,1,25000,12.87,0.31
18082,2,4,2,2,1000,10.62,0.07
18083,2,5,1,1,9250,14.96,0.64
18084,3,1,2,2,18000,12.69,0.1
18085,3,1,5,2,31000,19.42,0.17
18086,3,6,4,2,12500,6.03,0.07
18087,1,3,2,2,15000,12.42,0.08
18088,3,4,3,2,9000,14.27,0.05
18089,3,1,4,2,10000,7.9,0.06
18090,2,2,2,2,10000,11.71,0.06
18091,2,3,1,1,5000,14.96,0.35
18092,1,1,5,2,25000,15.95,0.3
18093,1,4,2,2,25000,10.75,0.29
18094,3,2,3,2,12900,12.99,0.07
18095,3,6,4,2,13000,7.29,0.07
18096,3,1,4,2,15000,5.79,0.08
18097,3,4,1,2,28000,14.91,0.16
18098,1,1,2,2,8000,10.37,0.04
18099,3,6,4,2,8500,6.92,0.05
18100,1,4,3,2,9000,13.8,0.05
18101,1,1,2,2,25000,11.89,0.29
18102,1,5,2,2,25000,12.21,0.29
18103,2,1,2,1,4375,12.42,0.29
18104,3,6,2,2,20000,11.48,0.11
18105,1,4,5,1,20000,0.0,0.12
18106,1,3,4,2,7000,7.74,0.04
18107,3,2,4,1,10000,8.94,0.06
18108,1,6,6,1,15000,17.26,0.09
18109,3,6,6,1,24000,17.26,0.14
18110,1,1,2,2,25000,9.99,0.28
18111,1,2,1,2,25000,15.58,0.28
18112,2,1,4,1,5000,7.51,0.33
18113,1,1,1,1,25000,0.0,0.32
18114,1,3,2,2,25000,11.36,0.27
18115,3,6,1,1,2000,16.89,0.13
18116,1,4,1,2,25000,14.96,0.27
18117,1,1,2,2,25000,0.0,0.26
18118,1,5,4,2,6000,7.9,0.03
18119,1,4,1,1,4000,16.29,0.02
18120,1,6,2,2,16000,11.49,0.09
18121,3,6,4,2,15000,8.49,0.09
18122,3,2,5,2,7500,19.69,0.04
18123,3,4,4,2,2200,8.49,0.01
18124,1,5,5,2,25000,0.0,0.26
18125,1,1,2,2,25000,10.37,0.26
18126,1,6,1,1,25000,16.0,0.29
18127,1,1,1,1,25000,14.46,0.28
18128,1,5,3,2,25000,11.66,0.25
18129,3,5,1,1,4000,15.37,0.27
18130,2,5,4,1,3700,9.32,0.25
18131,1,3,3,1,25000,15.27,0.28
18132,1,4,2,2,25000,9.62,0.25
18133,3,4,3,2,1925,12.84,0.13
18134,1,4,3,2,25000,12.73,0.24
18135,1,5,1,2,25000,14.83,0.24
18136,1,4,2,2,24500,0.0,0.14
18137,3,5,4,2,6000,7.68,0.03
18138,3,2,1,2,25000,15.28,0.14
18139,3,1,1,2,12000,0.0,0.07
18140,1,4,1,1,25000,16.89,0.26
18141,1,6,3,2,25000,13.49,0.23
18142,3,1,1,2,15000,14.96,0.09
18143,3,6,1,1,16000,15.65,0.1
18144,1,1,1,1,6000,15.95,0.04
18145,3,1,4,2,12000,7.51,0.07
18146,3,1,4,1,4000,8.9,0.26
18147,3,4,3,1,12000,0.0,0.08
18148,1,6,1,1,10200,15.99,0.06
18149,3,2,4,2,6500,7.49,0.04
18150,3,4,1,2,7500,15.99,0.04
18151,3,1,3,2,35000,12.99,0.21
18152,3,1,3,2,10000,13.49,0.06
18153,2,4,4,1,3800,7.49,0.24
18154,1,6,5,1,25000,16.63,0.24
18155,2,4,4,1,5900,0.0,0.38
18156,1,6,2,2,25000,11.36,0.21
18157,1,2,1,1,25000,14.61,0.23
18158,1,6,2,2,25000,11.36,0.2
18159,3,6,4,1,6250,5.79,0.4
18160,1,2,1,1,25000,15.31,0.22
18161,1,1,2,2,10000,11.14,0.06
18162,1,2,3,2,25000,15.27,0.15
18163,1,3,1,1,25000,15.7,0.21
18164,2,2,4,1,6400,7.74,0.41
18165,1,1,1,2,25000,15.21,0.19
18166,1,1,5,1,25000,17.19,0.2
18167,1,5,3,2,25000,13.11,0.18
18168,1,2,1,2,25000,15.58,0.18
18169,1,4,1,2,25000,16.07,0.17
18170,1,6,4,2,25000,8.49,0.17
18171,1,1,5,2,25000,17.56,0.17
18172,1,2,2,2,25000,11.36,0.17
18173,2,4,4,1,3000,7.9,0.19
18174,3,2,1,2,5000,15.62,0.03
18175,3,5,3,2,35000,12.99,0.21
18176,3,5,3,2,15000,12.61,0.09
18177,1,6,3,2,25000,12.53,0.17
18178,3,3,4,1,7275,5.42,0.45
18179,1,4,1,1,25000,13.24,0.18
18180,3,3,4,1,6000,7.14,0.38
18181,1,4,1,1,25000,15.37,0.18
18182,1,3,2,2,25000,9.88,0.16
18183,1,2,1,1,25000,15.95,0.17
18184,1,6,2,2,25000,9.91,0.15
18185,1,2,1,2,25000,15.2,0.15
18186,1,1,1,2,25000,16.32,0.15
18187,4,6,1,1,5750,0.0,0.36
18188,1,5,1,2,25000,15.21,0.15
18189,1,1,2,2,25000,10.74,0.14
18190,1,4,4,2,20000,6.99,0.12
18191,3,3,5,1,20000,17.04,0.13
18192,1,4,2,2,4800,10.99,0.03
18193,3,6,2,2,8000,11.36,0.05
18194,1,2,5,1,22200,19.42,0.15
18195,1,3,1,1,9000,16.77,0.06
18196,1,2,1,1,25000,14.46,0.14
18197,1,3,3,2,25000,12.53,0.11
18198,1,2,6,1,25000,18.3,0.11
18199,1,1,3,2,25000,12.53,0.11
18200,1,6,1,1,25000,14.11,0.1
18201,2,5,4,1,3000,5.99,0.18
18202,3,3,3,1,2400,14.72,0.14
18203,1,5,7,1,24625,18.36,0.32
18204,1,1,2,1,24250,11.12,0.76
18205,1,6,3,1,24250,12.61,0.67
18206,3,5,4,2,16000,8.49,0.1
18207,3,3,2,2,3200,0.0,0.02
18208,3,1,3,2,14700,13.43,0.09
18209,3,2,4,2,7000,0.0,0.04
18210,3,6,3,2,7000,12.23,0.04
18211,2,1,3,2,1600,13.72,0.1
18212,1,6,1,1,24250,15.31,0.33
18213,2,3,3,1,5000,13.98,0.3
18214,2,2,2,1,5000,9.88,0.3
18215,3,5,1,1,15000,15.65,0.1
18216,1,4,2,2,8400,11.89,0.05
18217,3,3,3,2,1500,11.78,0.01
18218,1,6,3,2,15000,13.04,0.09
18219,1,4,1,2,24250,15.65,0.23
18220,1,5,2,2,24250,12.53,0.2
18221,1,1,1,1,24250,16.0,0.22
18222,1,5,5,2,24250,16.7,0.19
18223,2,1,1,1,3200,14.84,0.19
18224,1,3,1,1,24250,15.31,0.2
18225,1,6,1,1,24250,14.59,0.19
18226,1,4,2,2,24250,0.0,0.17
18227,1,1,3,2,24250,13.23,0.16
18228,1,6,2,2,24250,11.83,0.14
18229,3,1,3,2,2000,0.0,0.12
18230,1,6,5,1,24000,17.14,0.51
18231,1,6,1,1,24000,15.2,0.49
18232,1,2,2,1,24000,10.75,0.41
18233,3,2,4,2,1500,8.63,0.09
18234,1,4,5,1,24000,16.45,0.44
18235,2,3,1,1,4000,16.29,0.23
18236,2,2,1,2,2500,14.74,0.14
18237,1,5,4,1,24000,7.9,0.37
18238,2,3,4,2,2650,0.0,0.15
18239,1,6,5,1,24000,17.43,0.4
18240,1,6,4,1,24000,7.49,0.36
18241,2,2,4,1,5000,7.9,0.28
18242,1,2,4,1,24000,7.66,0.33
18243,1,4,1,1,24000,14.96,0.33
18244,1,3,3,1,24000,13.85,0.33
18245,3,3,2,1,2200,0.0,0.12
18246,1,3,2,1,24000,10.99,0.32
18247,1,1,2,1,24000,10.99,0.31
18248,1,1,3,2,24000,13.92,0.3
18249,1,1,4,2,24000,7.9,0.28
18250,1,3,2,2,24000,0.0,0.28
18251,1,3,2,2,24000,11.49,0.27
18252,1,5,1,2,24000,13.67,0.25
18253,1,1,5,1,24000,16.82,0.28
18254,1,1,2,2,24000,12.69,0.24
18255,1,2,5,2,24000,16.69,0.23
18256,1,4,2,2,24000,9.25,0.23
18257,1,6,3,2,24000,13.11,0.23
18258,1,5,5,2,24000,18.39,0.22
18259,1,4,5,2,24000,0.0,0.19
18260,1,4,2,2,24000,9.25,0.19
18261,3,4,4,2,2000,7.88,0.11
18262,2,4,4,1,4750,7.88,0.26
18263,1,1,1,1,24000,15.65,0.17
18264,1,2,3,2,24000,0.0,0.12
18265,1,4,1,1,23850,16.29,0.32
18266,1,6,2,1,23500,11.12,0.59
18267,1,1,2,1,23500,11.36,0.52
18268,1,6,3,1,23500,14.72,0.4
18269,2,3,3,1,6350,13.57,0.35
18270,1,3,2,2,23500,11.36,0.3
18271,1,4,2,2,23475,11.58,0.26
18272,1,2,2,1,23000,10.51,0.31
18273,1,2,2,1,23000,12.18,0.32
18274,1,5,4,2,23000,6.54,0.25
18275,1,1,2,2,23000,12.18,0.21
18276,1,4,3,1,22950,13.49,0.44
18277,1,3,4,1,22750,6.54,0.46
18278,1,6,1,1,22750,14.46,0.49
18279,1,4,4,1,22650,0.0,0.33
18280,1,2,1,1,22500,14.96,0.48
18281,1,5,3,1,22400,0.0,0.57
18282,1,2,3,1,22400,12.99,0.33
18283,1,2,2,1,22400,12.69,0.31
18284,1,3,1,1,22000,13.67,0.38
18285,1,5,2,2,22000,10.62,0.29
18286,1,6,1,1,22000,13.67,0.32
18287,2,5,1,1,7800,15.58,0.41
18288,1,4,2,2,22000,9.76,0.28
18289,1,3,2,2,22000,11.58,0.26
18290,1,2,2,2,22000,12.69,0.24
18291,1,4,4,2,22000,6.91,0.12
18292,1,4,1,1,21725,15.62,0.36
18293,3,4,1,2,1400,16.77,0.07
18294,2,4,4,1,6000,0.0,0.31
18295,1,3,4,2,21600,6.91,0.26
18296,1,2,5,1,21600,18.64,0.27
18297,1,5,5,2,21600,19.03,0.18
18298,1,3,4,1,21500,6.91,0.28
18299,1,5,2,2,21500,10.62,0.16
18300,2,1,2,1,6000,11.99,0.31
18301,1,4,6,1,21000,19.41,0.53
18302,1,1,2,1,21000,0.0,0.44
18303,1,5,1,1,21000,16.29,0.37
18304,3,5,3,1,4750,13.61,0.25
18305,1,1,2,1,21000,10.37,0.32
18306,1,6,2,1,21000,12.69,0.31
18307,1,1,6,1,21000,0.0,0.29
18308,1,6,2,1,21000,11.99,0.29
18309,1,1,2,2,21000,10.99,0.26
18310,1,1,1,2,21000,14.54,0.23
18311,1,6,2,1,21000,11.71,0.25
18312,1,2,2,1,21000,12.42,0.23
18313,1,6,1,1,21000,0.0,0.21
18314,1,1,2,2,21000,10.65,0.18
18315,1,4,2,2,21000,12.62,0.14
18316,1,5,5,1,21000,18.79,0.15
18317,1,6,3,1,20500,11.03,0.63
18318,1,2,2,1,20500,12.53,0.5
18319,1,2,5,1,20500,16.82,0.35
18320,1,1,1,1,20500,14.61,0.38
18321,1,5,4,1,20400,6.54,0.41
18322,1,5,2,2,20400,11.49,0.28
18323,1,1,1,1,20200,14.74,0.67
18324,1,3,1,1,20050,17.58,0.33
18325,1,6,3,1,20000,13.11,0.51
18326,1,6,4,1,20000,6.91,0.5
18327,1,4,3,1,20000,13.57,0.48
18328,1,6,5,1,20000,0.0,0.55
18329,1,4,2,1,20000,11.86,0.44
18330,2,5,4,2,3800,6.99,0.19
18331,2,4,4,2,5500,7.66,0.28
18332,2,4,4,2,6400,5.42,0.32
18333,2,2,4,2,5000,5.79,0.25
18334,1,4,3,1,20000,13.49,0.4
18335,1,6,2,1,20000,0.0,0.4
18336,2,3,5,1,10000,0.0,0.5
18337,2,4,2,2,5000,11.83,0.25
18338,1,4,1,1,20000,0.0,0.38
18339,2,4,2,2,5000,11.83,0.25
18340,3,5,4,2,5000,8.59,0.25
18341,1,5,2,1,20000,10.37,0.38
18342,1,1,3,1,20000,13.04,0.38
18343,1,3,4,1,20000,7.9,0.37
18344,1,4,2,1,20000,11.11,0.37
18345,1,3,2,1,20000,10.99,0.37
18346,1,5,4,1,20000,6.62,0.36
18347,1,6,3,1,20000,13.48,0.36
18348,1,4,2,1,20000,11.83,0.36
18349,1,5,2,1,20000,12.18,0.36
18350,1,6,2,1,20000,11.71,0.35
18351,1,3,2,1,20000,12.53,0.35
18352,1,6,1,1,20000,15.65,0.39
18353,1,2,2,1,20000,9.91,0.34
18354,1,1,3,1,20000,14.72,0.34
18355,1,6,4,1,20000,7.51,0.34
18356,1,1,2,1,20000,10.99,0.33
18357,1,6,1,1,20000,14.84,0.37
18358,1,2,2,1,20000,10.99,0.33
18359,1,1,1,1,20000,16.0,0.37
18360,1,4,2,1,20000,12.21,0.33
18361,1,4,2,1,20000,10.51,0.33
18362,3,3,3,2,3300,13.06,0.16
18363,3,2,4,2,2075,7.88,0.1
18364,1,2,6,1,20000,18.25,0.36
18365,1,3,6,1,20000,18.62,0.36
18366,2,3,3,2,11000,11.03,0.54
18367,3,5,4,2,1000,6.76,0.05
18368,2,5,1,2,6250,14.84,0.3
18369,1,4,1,1,20000,14.61,0.32
18370,1,5,4,1,20000,8.9,0.31
18371,1,4,2,1,20000,10.65,0.31
18372,1,4,2,1,20000,0.0,0.31
18373,1,5,2,1,20000,11.99,0.31
18374,2,3,2,2,7000,10.62,0.34
18375,1,4,3,1,20000,13.8,0.31
18376,1,5,4,1,20000,6.54,0.31
18377,1,4,7,1,20000,20.17,0.34
18378,1,5,4,2,20000,8.9,0.3
18379,1,6,2,2,20000,10.62,0.3
18380,1,2,2,2,20000,11.71,0.3
18381,1,5,3,2,20000,14.26,0.3
18382,1,4,2,2,20000,0.0,0.3
18383,1,1,3,1,20000,13.92,0.32
18384,1,1,2,2,20000,0.0,0.29
18385,1,3,3,2,20000,0.0,0.29
18386,1,3,3,2,20000,13.85,0.29
18387,1,2,2,2,20000,11.48,0.29
18388,1,6,2,2,20000,11.48,0.28
18389,1,6,2,2,20000,0.0,0.28
18390,1,4,4,2,20000,8.9,0.28
18391,1,5,2,2,20000,9.25,0.28
18392,1,3,1,1,20000,14.59,0.3
18393,1,4,2,2,20000,11.89,0.28
18394,1,1,2,1,20000,12.21,0.3
18395,1,2,3,2,20000,13.79,0.28
18396,1,1,2,2,20000,9.96,0.27
18397,1,5,3,2,20000,13.49,0.27
18398,1,6,3,2,20000,13.49,0.27
18399,1,3,2,1,20000,10.59,0.29
18400,1,5,2,2,20000,0.0,0.27
18401,1,4,3,1,20000,13.49,0.29
18402,1,4,5,1,20000,17.14,0.29
18403,1,5,2,2,20000,11.11,0.27
18404,1,4,4,2,20000,6.54,0.27
18405,3,5,2,2,2100,11.12,0.1
18406,3,2,4,1,7750,7.51,0.36
18407,1,3,2,2,20000,11.83,0.27
18408,1,3,2,2,20000,12.18,0.27
18409,1,5,3,2,20000,13.16,0.27
18410,2,1,4,2,4200,7.49,0.19
18411,1,4,2,2,20000,12.42,0.26
18412,1,6,2,2,20000,11.11,0.26
18413,1,5,2,2,20000,11.48,0.26
18414,1,5,3,1,20000,13.22,0.28
18415,2,5,2,2,8000,11.49,0.37
18416,1,5,1,1,20000,15.05,0.27
18417,1,1,3,2,20000,13.92,0.25
18418,1,1,4,2,20000,7.49,0.25
18419,1,6,3,2,20000,13.98,0.25
18420,1,1,5,2,20000,14.38,0.24
18421,2,5,2,2,4000,10.62,0.19
18422,1,5,3,2,20000,13.49,0.24
18423,1,5,3,2,20000,13.92,0.24
18424,1,5,3,2,20000,13.92,0.24
18425,1,6,3,2,20000,15.27,0.24
18426,1,1,2,2,20000,10.59,0.24
18427,1,5,2,1,20000,11.83,0.27
18428,1,5,1,2,20000,14.61,0.23
18429,1,5,4,2,20000,7.49,0.23
18430,2,1,4,2,8300,5.42,0.38
18431,1,6,2,2,20000,10.38,0.23
18432,1,6,2,2,20000,11.99,0.22
18433,1,6,4,2,20000,6.54,0.22
18434,1,1,3,2,20000,13.22,0.22
18435,1,6,3,2,20000,13.72,0.22
18436,1,4,1,1,20000,14.84,0.25
18437,1,5,5,1,20000,17.51,0.25
18438,2,2,4,2,8000,6.99,0.36
18439,1,2,1,2,20000,15.31,0.21
18440,3,2,4,2,2500,7.49,0.11
18441,1,5,3,2,20000,14.26,0.21
18442,1,4,5,2,20000,17.19,0.21
18443,1,4,4,2,20000,7.88,0.21
18444,1,1,1,2,20000,14.42,0.21
18445,1,5,2,2,20000,10.95,0.21
18446,2,1,2,2,2400,10.75,0.11
18447,1,1,3,2,20000,13.22,0.21
18448,1,2,4,2,20000,6.91,0.2
18449,2,4,3,2,2000,13.57,0.09
18450,1,5,2,1,20000,11.58,0.23
18451,2,4,2,2,6000,11.89,0.27
18452,3,2,2,2,5375,12.21,0.24
18453,1,5,2,2,20000,12.42,0.2
18454,1,3,2,2,20000,12.69,0.2
18455,1,3,2,2,20000,11.12,0.2
18456,1,1,3,2,20000,13.98,0.2
18457,2,2,4,2,8000,8.59,0.36
18458,1,1,3,2,20000,0.0,0.2
18459,2,5,2,2,2500,11.49,0.11
18460,1,6,4,2,20000,7.9,0.2
18461,1,1,2,2,20000,10.75,0.2
18462,1,1,6,1,20000,17.58,0.22
18463,2,1,3,2,3775,15.27,0.17
18464,1,5,3,2,20000,13.85,0.2
18465,3,4,3,1,5725,14.79,0.26
18466,1,4,2,2,20000,10.62,0.19
18467,1,6,3,2,20000,13.22,0.19
18468,1,5,1,1,20000,14.96,0.2
18469,1,5,1,1,20000,16.0,0.2
18470,1,4,1,2,20000,14.11,0.18
18471,1,4,5,1,20000,17.06,0.2
18472,1,6,2,2,20000,11.11,0.17
18473,3,3,2,2,2500,10.99,0.11
18474,1,4,6,1,20000,18.17,0.19
18475,1,2,2,2,20000,10.46,0.17
18476,1,3,5,1,20000,0.0,0.19
18477,1,4,3,2,20000,13.8,0.17
18478,1,6,4,2,20000,6.54,0.17
18479,1,1,1,1,20000,15.31,0.19
18480,1,2,3,2,20000,14.26,0.17
18481,1,6,2,2,20000,9.25,0.16
18482,1,6,5,1,20000,0.0,0.18
18483,1,3,2,2,20000,0.0,0.16
18484,1,2,4,2,20000,6.62,0.15
18485,1,3,6,1,20000,18.3,0.17
18486,1,4,3,2,20000,12.73,0.15
18487,2,3,2,2,5000,11.48,0.22
18488,1,5,5,2,20000,17.74,0.15
18489,1,6,3,2,20000,13.49,0.14
18490,1,2,4,2,20000,7.9,0.14
18491,1,1,2,2,20000,10.0,0.14
18492,1,5,4,2,20000,8.9,0.14
18493,1,5,2,2,20000,10.74,0.13
18494,1,2,4,2,20000,6.54,0.13
18495,1,5,2,1,20000,0.0,0.14
18496,2,1,4,2,4500,5.79,0.2
18497,1,6,3,2,20000,13.49,0.11
18498,1,2,3,2,20000,14.22,0.11
18499,1,6,3,1,19975,13.92,0.18
18500,1,3,2,1,19850,0.0,0.37
18501,2,1,4,2,2500,0.0,0.11
18502,1,2,2,1,19775,12.42,0.4
18503,1,6,4,2,500,0.0,0.03
18504,1,6,4,2,725,7.37,0.06
18505,1,3,3,1,900,10.28,0.07
18506,1,3,2,2,950,0.0,0.04
18507,1,3,1,1,1000,0.0,0.1
18508,1,3,1,1,1000,14.91,0.08
18509,1,2,4,1,1000,7.88,0.08
18510,1,5,1,1,1000,16.32,0.08
18511,1,2,4,2,1000,8.9,0.08
18512,1,2,1,1,1000,16.32,0.07
18513,1,4,4,2,1000,7.29,0.06
18514,1,1,3,1,1000,13.49,0.06
18515,1,1,2,2,1000,10.65,0.05
18516,2,2,1,2,5000,15.33,0.21
18517,1,2,1,1,19000,15.21,0.52
18518,1,3,5,1,19000,16.82,0.43
18519,1,2,1,1,19000,14.83,0.37
18520,1,4,5,1,19000,15.68,0.34
18521,3,1,4,2,2000,7.49,0.08
18522,1,5,1,1,19000,14.09,0.33
18523,3,3,3,1,6100,14.27,0.26
18524,1,3,3,2,19000,12.84,0.29
18525,1,5,2,2,19000,11.14,0.29
18526,1,1,4,2,19000,6.54,0.27
18527,1,1,3,2,19000,0.0,0.23
18528,1,1,3,1,18950,15.96,0.32
18529,1,1,4,1,18825,7.9,0.45
18530,3,6,4,2,7000,6.62,0.29
18531,1,4,2,1,18800,9.99,0.31
18532,1,4,3,2,18600,13.57,0.2
18533,1,6,3,2,18600,14.26,0.19
18534,2,1,4,2,6000,8.9,0.25
18535,2,1,1,2,5000,16.29,0.21
18536,1,4,1,1,18500,16.02,0.37
18537,1,3,3,1,18500,12.99,0.31
18538,1,6,2,1,18500,10.99,0.31
18539,1,2,3,2,18500,12.87,0.3
18540,2,2,3,2,6000,0.0,0.25
18541,1,4,4,2,18500,7.51,0.17
18542,1,6,2,2,18400,9.91,0.29
18543,1,5,1,2,18400,0.0,0.15
18544,1,3,3,1,18250,14.27,0.41
18545,3,6,4,2,4000,7.49,0.17
18546,2,4,4,2,6000,0.0,0.25
18547,1,6,2,1,18000,10.75,0.58
18548,1,1,3,1,18000,14.65,0.43
18549,3,4,4,2,3000,7.49,0.13
18550,3,2,2,2,4000,10.59,0.17
18551,2,2,3,2,4000,12.99,0.17
18552,3,5,2,2,9600,11.99,0.4
18553,1,1,3,1,18000,13.16,0.4
18554,1,6,4,1,18000,0.0,0.39
18555,1,1,4,1,18000,8.49,0.36
18556,2,3,4,2,2000,7.29,0.08
18557,1,1,2,1,18000,8.88,0.36
18558,1,3,3,1,18000,13.48,0.36
18559,3,1,4,2,6250,8.49,0.26
18560,1,2,1,1,18000,14.96,0.35
18561,1,5,3,1,18000,13.85,0.35
18562,1,2,2,1,18000,10.99,0.33
18563,1,6,2,1,18000,10.38,0.33
18564,2,1,2,2,8000,10.37,0.33
18565,1,6,4,1,18000,0.0,0.32
18566,1,5,4,2,18000,8.49,0.3
18567,2,4,4,2,2500,7.29,0.1
18568,1,6,3,2,18000,14.65,0.3
18569,1,5,2,2,18000,10.65,0.29
18570,1,3,2,2,18000,11.11,0.28
18571,1,4,4,2,18000,8.38,0.28
18572,1,1,2,1,18000,12.18,0.31
18573,1,5,2,2,18000,9.99,0.27
18574,1,5,2,2,18000,10.08,0.27
18575,1,3,2,2,18000,10.0,0.26
18576,1,6,2,2,18000,10.25,0.26
18577,3,2,4,2,1500,7.14,0.06
18578,1,6,2,1,18000,11.58,0.28
18579,1,2,2,2,18000,11.89,0.26
18580,1,2,1,2,18000,15.95,0.25
18581,1,5,3,1,18000,13.11,0.27
18582,1,5,4,2,18000,8.9,0.24
18583,2,5,3,2,2400,13.98,0.1
18584,1,2,4,2,18000,8.9,0.23
18585,2,3,4,2,7500,7.88,0.31
18586,1,5,2,2,18000,10.59,0.23
18587,1,1,2,2,18000,11.49,0.23
18588,1,4,2,2,18000,10.39,0.23
18589,1,6,2,2,18000,10.99,0.22
18590,3,6,2,2,9200,0.0,0.38
18591,3,6,2,2,6000,10.25,0.25
18592,1,4,5,1,18000,17.04,0.24
18593,3,3,4,2,10000,0.0,0.42
18594,1,1,4,2,18000,7.49,0.2
18595,1,2,2,2,18000,12.42,0.2
18596,1,5,5,1,18000,18.79,0.23
18597,1,3,4,2,18000,8.94,0.2
18598,1,4,3,2,18000,13.49,0.18
18599,1,1,4,2,18000,0.0,0.18
18600,1,4,4,2,18000,7.88,0.18
18601,1,5,2,2,18000,12.18,0.18
18602,1,3,2,2,18000,10.0,0.18
18603,1,1,2,1,18000,11.58,0.2
18604,1,1,5,2,18000,16.82,0.17
18605,1,4,2,2,18000,9.91,0.16
18606,2,5,4,2,1200,8.94,0.05
18607,3,5,4,2,6000,8.94,0.25
18608,1,6,4,2,18000,8.49,0.14
18609,1,3,3,1,18000,13.99,0.15
18610,1,6,3,2,18000,0.0,0.13
18611,1,2,4,2,18000,5.79,0.1
18612,1,6,1,1,18000,14.46,0.11
18613,1,6,4,1,17975,8.49,0.6
18614,3,4,3,2,11000,0.0,0.46
18615,1,2,4,2,17900,7.9,0.28
18616,2,4,3,2,6000,12.53,0.25
18617,3,6,4,2,5000,9.32,0.21
18618,1,3,2,1,17725,11.49,0.55
18619,1,6,2,2,17700,10.99,0.17
18620,1,4,2,1,17625,12.69,0.47
18621,3,3,2,2,2000,9.2,0.08
18622,1,3,3,2,17600,13.48,0.23
18623,1,6,3,2,17600,14.26,0.2
18624,1,4,2,2,17600,8.7,0.12
18625,1,3,3,2,17600,13.23,0.09
18626,1,2,5,1,17500,0.0,0.4
18627,1,3,3,1,17500,14.35,0.39
18628,1,4,2,1,17500,12.42,0.36
18629,1,1,3,1,17500,12.84,0.35
18630,3,1,3,2,8500,0.0,0.35
18631,3,3,4,1,4800,8.9,0.2
18632,1,6,3,2,17500,13.57,0.3
18633,1,4,1,2,17500,15.28,0.19
18634,1,5,3,2,17500,14.72,0.15
18635,1,4,3,2,17500,12.87,0.15
18636,1,6,2,2,17500,11.48,0.03
18637,1,3,4,1,17475,7.66,0.5
18638,1,6,2,1,17475,11.99,0.39
18639,1,3,1,1,17400,15.05,0.25
18640,3,1,4,2,6000,5.99,0.24
18641,3,1,3,2,6600,12.99,0.26
18642,1,6,5,1,17250,19.42,0.32
18643,1,1,3,2,17200,14.27,0.23
18644,1,6,1,1,17200,17.49,0.22
18645,1,2,2,1,17000,11.48,0.5
18646,3,1,2,2,6000,9.25,0.24
18647,1,3,3,1,17000,13.49,0.46
18648,1,6,3,1,17000,14.72,0.38
18649,1,3,4,1,17000,7.88,0.35
18650,1,2,4,1,17000,7.88,0.31
18651,1,2,2,1,17000,0.0,0.31
18652,1,3,3,2,17000,0.0,0.28
18653,1,5,1,2,17000,14.96,0.28
18654,1,6,2,2,17000,11.49,0.28
18655,1,3,4,2,17000,8.49,0.26
18656,3,2,4,2,8500,7.9,0.34
18657,3,5,3,2,10625,14.27,0.42
18658,1,3,4,2,17000,5.79,0.21
18659,1,5,3,2,17000,13.85,0.21
18660,1,1,4,2,17000,7.88,0.2
18661,3,6,4,2,3000,8.9,0.12
18662,1,1,1,2,17000,14.54,0.18
18663,3,6,4,2,6000,6.62,0.24
18664,1,5,2,2,17000,11.12,0.15
18665,2,3,2,2,9175,10.99,0.37
18666,2,3,3,2,3500,13.49,0.14
18667,3,6,4,2,7475,8.49,0.3
18668,3,6,2,2,7000,10.99,0.28
18669,1,6,4,2,16800,7.37,0.22
18670,2,2,2,2,5000,10.99,0.2
18671,1,3,2,2,16800,0.0,0.18
18672,1,1,3,2,16775,11.97,0.2
18673,1,3,1,1,16750,14.96,0.7
18674,1,1,2,1,16750,12.53,0.51
18675,1,2,3,1,16750,13.98,0.42
18676,1,3,1,1,16750,14.09,0.42
18677,2,4,3,2,4500,0.0,0.18
18678,3,6,2,2,1000,9.63,0.04
18679,1,4,7,1,16750,20.11,0.2
18680,1,4,2,2,16750,10.62,0.17
18681,2,5,2,2,2500,9.62,0.1
18682,3,1,1,2,4750,14.83,0.19
